1623434,2018-02-05,14:00,18:00,true,TICT-V1OODC-15_2017
1655086,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1685369,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1698821,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1701593,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1705138,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1706051,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1711070,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1714267,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1714909,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1715386,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1715915,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1716706,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1718909,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1720515,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1721176,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1721621,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1722082,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1722176,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1723466,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1723490,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1724398,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1725410,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1725704,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1726077,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1729394,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1730443,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
1730444,2018-02-05,14:00,18:00,false,TICT-V1OODC-15_2017
